time,D,S1,S2,Z,C,pH
69.75,0.0329868481217028,36.68487854794725,0.0,1.0000000000000018e-05,0.0,7.4
70.0,0.0329717552087059,36.70020368701605,0.0,1.0000000000000018e-05,0.0,7.4
70.25,0.0329564300157119,36.71496086177798,0.0,1.0000000000000018e-05,0.0,7.4
70.5,0.0329408787250506,36.72914535284309,0.0,1.0000000000000018e-05,0.0,7.4
70.75,0.0329251075349357,36.742752546289815,0.0,1.0000000000000018e-05,0.0,7.4
71.0,0.0329091226581116,36.7557779347246,0.0,1.0000000000000018e-05,0.0,7.4
71.25,0.0328929303205007,36.7682171183187,0.0,1.0000000000000018e-05,0.0,7.4
71.5,0.0328765367598513,36.780065805822346,0.0,1.0000000000000018e-05,0.0,7.4
71.75,0.0328599482243875,36.79131981555562,0.0,1.0000000000000018e-05,0.0,7.4
72.0,0.0328431709714605,36.801975076376216,0.0,1.0000000000000018e-05,0.0,7.4
72.25,0.0328262112662009,36.81202762862355,0.0,1.0000000000000018e-05,0.0,7.4
72.5,0.0328090753801741,36.8214736250394,0.0,1.0000000000000018e-05,0.0,7.4
72.75,0.032791769590037,36.83030933166447,0.0,1.0000000000000018e-05,0.0,7.4
73.0,0.0327743001761983,36.83853112871105,0.0,1.0000000000000018e-05,0.0,7.4
73.25,0.0327566734214804,36.84613551141128,0.0,1.0000000000000018e-05,0.0,7.4
73.5,0.0327388956097855,36.85311909084114,0.0,1.0000000000000018e-05,0.0,7.4
73.75,0.032720973024764,36.85947859471983,0.0,1.0000000000000018e-05,0.0,7.4
74.0,0.0327029119484871,36.865210868184256,0.0,1.0000000000000018e-05,0.0,7.4
74.25,0.0326847186601231,36.87031287453885,0.0,1.0000000000000018e-05,0.0,7.4
74.5,0.0326663994346176,36.874781695980126,0.0,1.0000000000000018e-05,0.0,7.4
74.75,0.0326479605413779,36.87861453429604,0.0,1.0000000000000018e-05,0.0,7.4
75.0,0.032629408242962,36.88180871154019,0.0,1.0000000000000018e-05,0.0,7.4
75.25,0.0326107487937728,36.88436167068026,0.0,1.0000000000000018e-05,0.0,7.4
75.5,0.0325919884387567,36.88627097622105,0.0,1.0000000000000018e-05,0.0,7.4
75.75,0.0325731334121078,36.88753431480162,0.0,1.0000000000000018e-05,0.0,7.4
76.0,0.0325541899359777,36.8881494957667,0.0,1.0000000000000018e-05,0.0,7.4
76.25,0.0325351642191905,36.88811445171199,0.0,1.0000000000000018e-05,0.0,7.4
76.5,0.0325160624559646,36.88742723900345,0.0,1.0000000000000018e-05,0.0,7.4
76.75,0.0324968908246399,36.88608603827047,0.0,1.0000000000000018e-05,0.0,7.4
77.0,0.0324776554864123,36.88408915487251,0.0,1.0000000000000018e-05,0.0,7.4
